day	Anno	celltype	UMAP_1	UMAP_2	Arid3b	Bcl11a	Cdx1	Cdx2	Cdx4	Dlx5	Etv4	Evx1	Foxb1	Foxc1	Foxc2	Foxf1	Gata4	Gata6	Gbx2	Gtf3a	Hand1	Hes3	Hes7	Hoxa1	Hoxa2	Hoxa3	Hoxa5	Hoxa7	Hoxb1	Hoxb2	Hoxb4	Hoxb6	Hoxb7	Hoxb8	Hoxb9	Hoxc4	Hoxc6	Hoxc8	Hoxc9	Hoxd1	Hoxd4	Irx1	Irx3	Irx5	Isl1	Jun	Jund	Klf5	Lef1	Lhx1	Lin28a	Lin28b	Meis2	Mesp1	Mesp2	Msx1	Mycn	Nkx1-2	Nr6a1	Otx2	Pbx1	Pbx3	Peg3	Pin1	Pknox2	Pou3f1	Pou5f1	Prrx2	Rarg	Rxrg	Snai1	Sox2	Sox3	Sp5	Sp6	Sp8	T	Tbx6	Tcf7	Tcf7l1	Tlx2	Tsc22d1	Twist1	Ybx1	Zfp428	Zfp503	Zfp703	Zic2	Zic3
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.9	2.25	0	0	2.7	3.7	0	0	2.7	0	3.3	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	2.7	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	2.7	0	2.7	0	0	0	0	0	0	0	0	0	0	0	2.7	4	0	0	5	0	0	0	0	0	0	0	0	0	5.2	0	0	0	0	2.7	0	6.3	2.7	0	0	0	0
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.43	-2.52	0	0	2	3.5	0	2	0	2	0	0	0	0	0	0	2.6	2	0	2	0	2	0	2	0	0	2	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	2	0	2	3.3	0	0	2.6	0	0	2	3.8	0	0	4.8	0	0	2.6	2.6	0	0	3.3	0	0	4.5	3	0	0	0	3	0	6.1	3.8	0	0	0	2
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.51	-2.02	0	0	3.7	4.3	0	2.4	2.4	0	0	0	0	0	0	0	2.4	2.4	0	0	0	3.4	0	0	0	0	3	2.4	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	2.4	2.4	0	0	0	3	2.4	3	0	0	0	3	3.9	0	0	4.7	0	0	2.4	0	0	0	0	0	2.4	3	0	0	0	0	2.4	0	5.8	4.1	0	2.4	0	0
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.55	1.6	0	0	2.3	2.9	0	0	0	0	2.9	0	0	0	0	0	2.3	0	0	0	2.3	0	2.3	0	0	0	2.9	4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	2.3	2.3	0	0	2.3	2.3	2.3	0	0	3.3	2.9	2.3	0	2.3	0	0	3.6	0	0	4.8	0	0	2.9	2.9	0	0	0	0	0	5.3	2.9	0	0	0	3.3	0	6.1	3.3	0	0	0	2.3
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.45	-3.46	1.9	0	3.1	3.7	2.5	1.9	1.9	1.9	0	0	0	0	0	0	0	2.5	0	0	2.9	3.1	0	0	0	0	0	2.5	2.5	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	3.1	1.9	2.5	1.9	0	0	2.5	0	1.9	1.9	1.9	2.5	1.9	0	0	1.9	3.1	3.5	0	0	4.3	0	0	2.5	0	0	1.9	2.5	0	0	3.9	1.9	0	0	0	2.9	0	5.9	3.7	0	0	0	1.9
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.29	-2.11	0	0	4.1	3.9	0	3.2	2.2	0	0	0	0	0	0	0	2.2	0	0	2.2	0	0	0	0	0	0	2.8	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	3.2	0	0	0	0	0	4.2	2.8	0	0	0	2.2	0	3.5	0	0	4.7	0	0	0	0	0	0	2.2	0	0	2.8	0	0	0	0	0	0	6	3.9	0	0	2.2	2.8
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.61	0.81	0	0	0	2.4	0	2.4	0	2.4	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	3	2.4	0	0	0	0	2.4	0	2.4	2.4	0	0	0	0	0	0	4.1	0	2.4	4.6	0	0	0	0	2.4	0	2.4	2.4	0	3.7	0	3.4	0	0	3	0	5.8	2.4	0	0	0	2.4
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.01	3.13	0	0	2.8	3.4	0	0	1.8	0	2.8	0	0	1.8	0	0	0	1.8	3.4	0	0	2.8	0	0	0	1.8	3.8	3.3	1.8	1.8	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	2.4	0	2.4	0	0	2.4	2.4	0	0	0	2.8	2.8	0	0	0	0	3.3	3.6	0	0	5	0	0	0	0	0	0	1.8	0	1.8	5	0	0	0	0	3	0	6.3	3.3	0	0	0	2.4
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.31	-2.56	1.9	0	3.5	3.1	0	0	1.9	1.9	0	0	0	0	0	0	0	2.5	2.5	0	3.3	2.5	2.9	0	2.5	0	3.1	2.9	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	1.9	0	0	1.9	0	0	2.5	0	1.9	3.8	0	2.9	0	0	0	0	0	0	2.5	4.1	0	0	3.8	0	0	0	1.9	0	0	2.5	0	0	4.1	0	0	1.9	0	3.3	0	6	3.3	0	2.5	0	0
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	5.23	0.34	0	0	4.2	2.9	0	0	0	0	1.9	0	0	0	0	0	1.9	0	0	1.9	0	3.9	1.9	0	0	0	2.5	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	1.9	0	2.5	0	0	0	3.1	1.9	0	0	1.9	1.9	2.5	3.8	0	0	4.7	0	0	0	0	0	1.9	2.5	0	0	0	1.9	1.9	0	0	3.5	0	6.1	2.9	0	1.9	0	0
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.78	3.93	0	0	3.5	4	0	0	0	2.4	3.1	0	0	0	0	0	2.4	0	0	0	3.1	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	2.4	0	2.4	0	2.4	2.4	0	0	0	4	3.1	0	3.5	0	0	4	0	0	5.1	0	0	0	0	0	0	2.4	0	0	5.2	0	0	0	0	4.2	0	6.3	3.8	0	0	0	3.1
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.65	2.08	0	0	2.2	3.2	0	0	0	0	2.2	0	0	0	0	0	0	3.2	0	0	2.2	2.2	2.8	0	0	0	2.8	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	2.2	0	2.2	0	0	0	0	2.2	0	0	0	3.2	2.2	0	2.2	0	2.8	4.2	0	0	4.6	0	0	2.2	0	2.2	0	2.8	0	2.2	5.3	2.2	0	0	0	2.8	0	6.1	3.9	0	0	0	0
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.36	0.56	0	0	2.3	3.3	0	0	2.3	0	0	0	0	0	0	0	0	3.3	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	2.3	0	0	2.9	0	0	0	0	0	2.3	0	0	0	0	3.8	0	0	0	4.8	0	0	0	0	0	0	2.3	2.3	0	4.6	0	0	0	0	2.9	0	5.9	4.2	0	0	0	3.3
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.71	1.84	0	0	3	3.2	0	0	0	2.8	2.6	0	0	0	0	0	0	2.6	1.6	0	0	0	0	0	0	0	2.8	1.6	0	0	0	0	0	0	0	0	0	0	0	0	2.2	1.6	0	0	0	0	0	0	2.2	1.6	1.6	3.4	0	2.6	2.6	2.2	0	0	0	0	3	3.7	0	1.6	4.1	0	0	1.6	0	1.6	0	3	0	1.6	4	0	0	0	0	2.8	1.6	5.9	3	0	0	0	1.6
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.37	-0.93	0	0	2.4	3.3	0	0	1.5	1.5	0	0	0	0	0	0	2	2.7	0	0	2	2	0	0	0	0	2	2	0	0	0	1.5	1.5	0	0	0	0	1.5	0	0	2	0	0	0	2.9	2.4	2	2.4	2.9	0	2.4	0	0	1.5	2.7	2.7	1.5	0	0	1.5	2.7	4	0	0	4.5	0	0	2	0	0	1.5	2	0	0	2.7	0	2.4	0	0	2.4	0	6.3	3.2	0	0	0	2
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.27	-0.05	0	2	4	3.8	0	0	2.6	0	0	0	0	0	0	0	3.5	2	0	3.5	0	2	0	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	2.6	0	0	0	2.6	3	0	0	2	0	0	3.9	0	0	4.8	0	0	2.6	0	2	0	2	0	0	2.6	0	2.6	0	0	3	0	6.1	3	2	2	0	3
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.69	-3.69	0	1.6	3.4	2.8	0	0	0	2.2	0	0	0	0	0	0	1.6	3.2	0	0	0	2.8	0	0	1.6	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	2.6	0	2.2	0	1.6	0	0	0	0	3	2.8	2.2	0	0	2.2	0	1.6	2.2	0	2.2	4.6	0	1.6	1.6	0	0	0	1.6	0	0	3	0	2.2	1.6	0	0	0	6.3	3	0	0	0	1.6
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.94	2.76	2.9	0	2.9	4.3	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	2.2	3.3	2.2	0	0	0	2.9	3.3	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	2.2	2.2	2.2	0	0	2.2	0	2.2	0	0	0	0	2.9	3.7	2.2	0	4.8	0	2.2	2.2	0	0	0	3.5	0	0	5	0	2.9	0	0	3.5	0	6.1	3.9	0	0	0	2.2
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.97	0.49	2.1	0	3.4	3.1	0	0	0	0	0	0	0	0	0	0	3.6	3.6	0	3.1	0	4.1	0	2.1	2.1	0	2.1	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	2.1	2.1	2.1	0	0	0	3.1	3.1	2.8	0	2.1	0	0	4.3	0	0	3.6	0	2.1	0	0	0	0	0	0	0	0	0	2.1	0	0	3.6	2.1	6	3.1	2.1	0	0	2.8
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.66	-3.3	1.9	0	3.4	3.6	0	0	2.5	2.5	0	0	0	0	0	0	1.9	2.9	1.9	1.9	1.9	2.5	1.9	1.9	0	0	1.9	2.5	0	0	0	0	0	1.9	0	0	0	0	1.9	0	0	0	0	0	1.9	0	1.9	0	2.9	1.9	0	0	0	3.2	2.5	3.2	1.9	0	1.9	1.9	1.9	3.6	0	0	4.5	0	0	0	0	0	0	3.2	0	0	0	0	1.9	0	0	3.2	0	5.7	3.2	0	1.9	0	1.9
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.47	3.32	1.9	0	2.9	0	0	0	2.5	0	1.9	0	0	0	0	0	0	1.9	0	0	3.2	0	0	0	0	0	3.4	2.5	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	1.9	0	1.9	0	0	0	2.9	3.2	0	0	3.2	0	0	0	0	0	3.4	3.6	0	0	5	1.9	0	2.5	2.5	0	0	3.7	0	0	5.7	2.9	0	1.9	0	3.6	0	5.9	0	0	0	0	2.5
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.9	0.54	0	0	3.5	3.5	0	0	2.2	0	2.2	0	0	0	0	0	2.2	2.2	0	0	2.8	2.8	0	2.2	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	2.2	0	2.2	0	2.2	2.2	0	0	2.2	0	2.2	3.5	0	0	5	0	3.2	0	0	0	0	2.2	0	0	4.4	0	2.2	0	0	3.2	0	6.1	4	0	0	0	0
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.55	-1.25	0	0	3.1	3.1	0	0	0	0	2.1	0	0	0	0	0	0	3.6	0	0	2.1	0	0	0	0	0	3.4	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	2.7	0	2.1	0	0	0	0	2.1	0	0	0	2.1	2.7	0	2.1	0	4.7	0	0	0	0	0	0	2.7	0	0	3.1	0	2.1	2.1	0	0	0	6.1	3.8	0	0	0	0
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.23	-3.3	1.7	0	2.3	2.3	1.7	0	2.3	1.7	0	0	0	0	0	0	0	3.1	0	0	0	0	0	1.7	0	0	1.7	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	2.3	1.7	2.7	0	2.7	2.7	2.3	1.7	2.9	3.5	0	2.3	2.9	2.3	0	1.7	1.7	0	2.9	4.4	0	1.7	4.8	0	0	1.7	1.7	2.3	0	2.3	0	0	4.4	0	1.7	0	0	2.3	0	6.4	4.1	0	0	1.7	1.7
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.96	-3.1	0	2.3	3.9	3.9	0	0	0	3.6	0	0	0	0	0	0	0	3.4	2.3	0	2.3	2.3	0	0	2.3	0	0	3	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2.3	2.3	0	3.4	2.3	3.4	0	0	2.3	0	3.6	3.4	2.3	0	4.7	0	0	0	0	0	0	3.4	2.3	0	4.5	0	0	0	0	3	0	5.9	3	2.3	0	0	3
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.12	-0.5	1.7	1.7	0	3.3	0	0	0	0	0	0	0	0	1.7	0	0	2.3	0	0	0	1.7	0	0	0	0	1.7	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	2.7	1.7	2.3	0	2.3	4.8	0	2.7	3.1	0	0	0	1.7	1.7	2.7	4.4	0	0	3.8	0	0	0	0	0	0	2.9	0	0	4.3	1.7	0	0	0	2.9	0	6.1	3.5	0	0	0	0
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.68	2.84	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	2.2	2.2	0	0	2.2	0	3.5	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	2.8	0	0	0	0	2.8	0	2.2	2.8	0	3.2	3.2	2.2	0	4.8	0	0	2.2	0	0	0	2.2	0	0	5.3	2.2	2.2	0	0	2.2	0	5.8	4.1	0	2.2	0	2.2
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.2	-0.41	2	0	3.8	3.7	0	0	2	2.6	0	0	0	0	0	0	0	2	0	2.6	0	2.6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2.6	2	2	0	0	0	3.5	3.3	2	0	0	0	2	3.5	0	0	4.9	0	0	2	2	0	2	3.3	2	0	3	0	0	0	0	2.6	0	5.9	3.7	2	0	0	0
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	5.33	0.01	2.5	0	4.4	4	0	0	1.9	0	0	0	0	0	0	0	2.5	1.9	0	2.9	0	4.1	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	1.9	0	3.2	0	0	0	3.6	3.7	1.9	0	0	0	0	4.1	0	1.9	4.9	0	0	2.5	0	1.9	0	3.2	0	0	0	1.9	2.5	0	0	2.5	0	6.1	3.4	1.9	0	0	1.9
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.74	0.47	0	0	2.3	3	0	0	0	0	2.3	0	0	0	0	0	2.3	0	0	0	2.3	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2.3	3.6	0	0	0	2.3	3	3.4	0	0	4.8	0	0	2.3	0	0	0	2.3	0	2.3	4.4	2.3	2.3	0	0	2.3	0	6.1	3	0	0	0	2.3
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.97	-0.07	0	0	3.2	3.2	0	0	2.8	0	2.2	0	0	0	0	0	2.8	3.5	0	2.8	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	2.2	0	0	0	0	0	3.9	2.2	0	0	2.2	2.2	3.9	0	0	4.7	0	0	0	0	0	0	0	2.2	0	2.2	0	2.2	0	0	2.2	0	5.8	3.7	0	0	0	0
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.21	0.56	0	0	2.7	0	0	0	2.7	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	2.7	0	0	0	0	0	3.4	0	0	0	3.8	0	2.7	0	0	0	0	3.8	0	0	5.1	0	0	0	0	0	0	2.7	0	0	5.5	2.7	0	0	0	0	0	6.2	0	0	0	2.7	2.7
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.79	1.07	0	2.2	0	3.2	0	0	0	0	2.2	0	0	0	0	0	2.2	2.2	0	0	2.8	0	0	0	0	2.2	3.2	3.2	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	2.8	3.2	2.8	2.2	0	2.8	2.2	0	0	0	3.2	4	0	0	4.6	0	0	0	2.8	0	0	0	0	0	5	3.2	0	0	0	2.2	0	5.7	2.8	2.2	0	0	2.2
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.22	2.83	0	0	3.4	0	0	0	3	0	3.6	0	0	0	0	0	0	2.3	0	0	0	3.4	2.3	0	0	0	4.3	3.4	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	3	0	2.3	0	3	0	0	0	0	2.3	0	0	0	2.3	3.6	4.7	2.3	0	4.5	0	0	2.3	0	0	0	2.3	0	0	5.4	3	2.3	0	0	3.4	0	6.3	3	0	0	0	0
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.68	-3.52	0	0	2.5	4.3	1.9	0	0	0	0	0	0	0	0	0	0	3.2	2.5	0	0	1.9	0	0	0	0	2.5	2.5	0	1.9	2.5	2.5	1.9	0	0	0	0	1.9	1.9	0	0	0	0	1.9	2.5	1.9	1.9	0	2.5	0	0	0	0	3.8	3.4	2.5	0	0	1.9	0	3.4	3.8	0	0	4	0	1.9	0	0	0	0	3.6	0	0	4.5	0	0	0	0	2.5	0	6	0	0	0	0	1.9
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.24	-2.7	2.1	0	4.3	4.3	0	0	0	0	0	0	0	0	0	0	2.8	2.1	0	2.1	3.4	2.8	0	2.1	0	0	3.4	4	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	2.8	3.4	0	0	0	0	0	3.7	0	0	4.8	0	2.1	0	0	2.8	0	2.8	0	0	3.7	0	0	0	0	2.8	0	5.8	3.7	2.8	2.1	0	2.1
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.51	-0.08	0	0	2.8	3.7	0	0	2.2	0	0	0	0	0	0	0	2.2	2.2	0	2.8	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	3.7	3.7	0	0	0	0	0	3.9	2.2	0	4.4	0	0	0	0	2.2	2.2	0	0	0	0	0	0	0	0	0	0	5.8	2.2	0	0	0	2.2
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.36	2.39	0	0	2.5	1.9	0	0	0	0	3.2	0	0	0	0	0	1.9	2.9	0	0	0	1.9	0	1.9	0	0	1.9	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	2.5	0	2.9	0	2.9	0	0	0	0	2.5	1.9	0	2.5	0	2.5	4.2	1.9	0	4.2	0	0	1.9	0	0	1.9	2.9	0	0	5.2	2.9	0	0	0	1.9	0	5.9	2.5	0	0	0	0
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.96	-2.34	0	0	3.7	3.5	0	0	0	0	0	0	0	0	0	0	2.2	3.2	0	0	0	2.2	0	0	0	0	2.8	3.5	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	2.2	0	0	2.8	2.2	0	0	0	0	0	2.8	4.1	0	2.2	4.4	0	2.2	2.2	0	0	0	2.2	0	2.2	0	0	2.2	0	0	2.2	0	5.7	3.5	0	0	0	2.2
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.4	-0.18	0	0	3	3.7	0	0	1.8	0	3.4	0	0	0	0	0	1.8	2.4	0	1.8	1.8	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	2.4	0	0	0	1.8	0	1.8	0	0	0	1.8	3	0	0	0	0	2.8	4.2	0	0	4.8	0	1.8	0	1.8	1.8	0	2.4	0	2.4	4.2	0	2.4	0	0	3	0	6.2	3	0	1.8	0	1.8
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.96	-1.08	0	0	0	2.8	0	0	0	3.5	0	0	0	2.2	0	0	0	2.2	0	0	0	2.2	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	2.2	0	0	3.5	0	0	0	2.2	0	0	2.2	0	3.2	3.7	0	0	5	0	0	2.2	0	2.2	0	0	2.2	0	4.2	0	0	0	0	2.8	0	6	3.2	0	2.2	0	2.2
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.77	-0.47	2.1	0	3.8	3.8	0	0	2.1	0	0	0	0	0	0	0	3.1	2.7	0	3.8	0	3.1	0	0	0	0	2.1	2.7	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	3.1	0	2.1	0	2.1	0	2.7	0	0	0	2.7	2.7	0	0	0	0	0	3.9	0	0	4.8	0	0	0	0	0	0	2.1	0	0	0	0	2.1	0	0	2.7	0	6.1	3.4	0	0	0	2.1
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.15	4.84	0	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4.6	0	0	4.1	0	0	0	0	0	0	0	0	3	4.3	0	0	0	0	0	0	5.9	3.7	0	0	0	0
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.72	-1.79	2.1	0	3.8	3.1	0	0	2.8	2.1	0	0	0	0	0	0	3.6	3.1	0	2.8	3.1	4.3	0	0	0	0	3.4	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	2.8	0	0	0	0	0	0	0	2.1	2.8	0	0	0	0	2.1	4.2	0	0	4.1	0	2.1	2.8	0	0	0	3.4	0	0	2.1	0	0	0	0	0	0	6.2	4.2	0	2.1	2.1	2.1
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.15	-1.87	0	0	4.5	4.4	2.2	0	2.2	0	2.2	0	0	0	0	0	2.2	0	0	2.2	2.9	2.2	0	0	2.2	0	2.9	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	2.9	2.2	0	0	0	3.2	3.7	2.9	0	2.2	0	2.9	3.7	0	0	4.7	0	0	0	0	0	0	3.5	0	0	3.7	0	0	0	0	2.9	0	6.1	2.9	0	0	0	2.2
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.43	-1.07	2.1	0	4.4	3.9	0	0	2.1	0	0	0	0	0	0	0	2.1	3.1	0	0	0	3.6	3.1	0	2.1	0	2.1	3.6	3.1	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	2.1	0	2.7	0	3.1	0	0	0	3.7	3.1	2.1	0	2.1	2.1	2.7	3.9	0	0	4.6	0	0	0	0	2.1	0	2.7	0	0	2.7	0	0	2.1	0	3.6	0	6	3.1	2.1	0	0	2.7
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.67	0.89	2.2	0	4.2	4.1	0	0	2.9	2.2	0	0	0	0	0	0	0	2.2	0	2.2	2.9	3.9	0	0	2.9	0	2.2	2.2	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	2.9	2.2	0	0	0	2.2	3.3	2.9	0	2.9	0	2.2	4.3	0	0	5	0	0	0	2.2	2.2	2.9	0	0	0	3.9	0	2.2	0	0	2.2	0	6	3.3	0	2.2	0	0
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.41	3.42	0	0	0	3.4	0	0	0	0	2.4	0	0	0	2.4	0	0	2.4	0	0	2.4	3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	3	0	2.4	0	0	0	0	0	2.4	3.4	0	0	2.4	0	3.4	4.1	2.4	2.4	5.2	0	0	0	0	0	0	3	2.4	2.4	4.8	2.4	0	0	0	2.4	0	6.3	4.1	0	0	0	2.4
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.46	0.91	0	0	3.9	3.1	0	0	2.4	0	3.4	0	0	0	0	0	0	3.4	0	0	0	2.4	2.4	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	2.4	0	0	0	2.4	0	0	0	2.4	0	3.1	3.1	0	0	4.7	0	0	0	0	0	0	0	0	0	5.3	3.1	0	2.4	0	3.1	0	6.3	2.4	0	0	2.4	0
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.18	-0.17	0	0	2.2	3.7	0	0	0	0	3.2	0	0	0	0	0	2.2	3.5	0	0	2.8	2.2	0	2.2	2.2	0	0	2.2	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	2.8	0	0	0	2.2	0	0	0	2.2	0	0	0	2.2	0	2.2	2.8	0	0	4.3	0	0	2.2	0	0	0	0	0	0	5.3	0	0	0	0	2.2	0	6	3.9	0	0	0	2.2
E7.5	E75_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.26	3.88	0	0	2.6	3.9	0	0	1.6	1.6	2.6	0	0	0	0	0	2.2	2.6	0	1.6	3.3	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	2.6	0	2.2	0	1.6	0	0	0	0	0	0	2.2	1.6	2.2	1.6	1.6	2.9	3.9	0	2.2	4.9	0	1.6	1.6	0	1.6	0	3.9	0	1.6	4	2.2	0	0	0	2.9	0	6	4.2	0	1.6	0	1.6
